state,county,median_age,unemployment,total_population,graduate_degree,at_least_bachelor_s_degree,at_least_high_school_diploma,less_than_high_school,median_earnings_2010_dollars,white,black,hispanic,asian,farming_fishing_and_forestry_occupations,construction_extraction_maintenance_and_repair_occupations,management_professional_and_related_occupations,production_transportation_and_material_moving_occupations,sales_and_office_occupations,service_occupations
California,Inyo,45,0.094,17992,7.5,20.9,88.6,11.4,29416.16,67.4,0.35,18.55,1.3,0.45,12.8,25.75,9.65,28.85,22.5
California,Kern,30.6,0.133,810292,4.8,14.7,71.1,28.9,24244.88539,40.2,5.5,47.65,3.75,8.05,11.8,25.95,12.7,22.95,18.55
California,Kings,30.8,0.153,149839,3.3,11.8,69.9,30.1,23075.12603,36.6,7.1,49.65,3.35,12.65,8.8,23.4,14.8,20.1,20.25
California,Lake,44.1,0.15,64710,4.7,16.4,86.3,13.7,24765.90254,75,2.05,16.25,1.2,2.05,12.75,28.95,10.4,23.25,22.6
California,Lassen,37.2,0.126,34661,3.9,12.4,79.8,20.2,26596.53905,67.5,8.95,16.45,1,1.45,8.9,30.4,9.75,22.3,27.2
California,Los Angeles,34.3,0.109,9801950,9.9,29,75.9,24.1,28901.39969,28.35,8.45,47.5,13.2,0.3,8.45,34.35,13.25,26.05,17.65
California,Madera,33.2,0.136,147829,4.3,13.5,67.9,32.1,22703.23174,39.5,3.6,51.85,1.75,12.15,10.05,23.5,12.7,23.05,18.6
California,Marin,44,0.063,249560,22.7,54.1,91.8,8.2,44315.77048,73.9,2.8,14.55,5.5,0.3,6.75,50.35,4.5,23.3,14.75
California,Mariposa,47.9,0.11,18058,6.4,20.4,90,10,31006.52095,82.6,0.65,9.65,1.15,2.85,13.8,28.05,9.45,21.5,24.4
California,Mendocino,41.2,0.097,86935,8.7,22.7,83.2,16.8,25691.27556,69.8,0.6,21.15,1.55,4.05,11.9,28.7,10.65,24.25,20.45
California,Merced,29.3,0.17,249014,4.1,12.5,67,33,22347.55873,33.45,3.45,53.5,6.95,8.6,10.45,23.15,17.6,22.2,17.95
California,Modoc,45.4,0.135,9424,3.3,15.6,84.3,15.7,23488.25778,79.35,1.35,13.3,0.8,8.35,8.55,37.2,6.85,18.45,20.65
California,Mono,36.5,0.105,13563,11.3,29.9,87.4,12.6,23911.99905,69.3,0.6,24.7,1.05,1.2,9.45,33.2,5.65,23.6,26.9
California,Monterey,32.8,0.114,409989,9.2,23.4,70.7,29.3,25438.37969,34.3,2.9,53.75,5.9,10.9,8.3,27.85,11.25,22.15,19.65
California,Napa,39.4,0.078,134328,10.2,30,82.2,17.8,34239.58064,58.45,1.85,30.7,6.1,4.4,8.65,34.65,11.6,22.05,18.65
California,Nevada,46.8,0.094,97913,10.7,31.9,94.1,5.9,30166.08381,87.15,0.4,8,1.2,0.3,12.2,37.35,6.85,26.1,17.2
California,Orange,35.7,0.076,2993531,12.4,36,83.3,16.7,35097.60857,45.4,1.55,33.45,16.85,0.3,7.25,39.25,10.6,27.1,15.5
California,Placer,39.8,0.094,340245,10.9,34.1,93,7,40176.52603,77.1,1.35,12.3,5.5,0.15,8.75,40.4,6.8,28.7,15.2
California,Plumas,48.5,0.147,20278,7.3,19.8,92.2,7.8,28615.20953,85.8,0.9,7.7,0.8,3.5,16.1,28.7,11.1,20.45,20.1
California,Riverside,33.4,0.122,2112972,7.2,20.5,79.2,20.8,29348.94159,41.1,5.95,44.35,5.45,1.05,11.75,29,12.65,26.65,18.95
California,Sacramento,34.6,0.106,1397196,8.9,27.8,85.1,14.9,32586.51461,50.3,9.85,20.65,13.6,0.3,8.7,36.95,8.85,27.65,17.6
California,San Benito,33.7,0.139,55010,5.1,18.3,73.8,26.2,29406.43174,39.65,0.8,54.5,2.4,9.8,10.1,27.15,13.9,23.9,15.2
California,San Bernardino,31.2,0.12,2010922,6.3,18.4,77.5,22.5,29159.6873,34.8,8.45,47.9,5.85,0.35,11.5,27.7,15.8,27.1,17.6
California,San Diego,34.5,0.089,3041428,12.7,34.1,85.3,14.7,32687.72921,49.85,4.8,31.2,10.3,0.4,8.5,39.5,8.25,25.3,17.95
California,San Francisco,38.3,0.073,801253,19.7,51.2,85.7,14.3,42931.72635,43.25,6.1,14.65,32.1,0.1,4.65,50.6,5.75,22.55,16.35
California,San Joaquin,32.3,0.152,674973,5.3,17.5,76.7,23.3,29595.49461,37.65,7.05,37.65,13.55,3.9,10.4,28,15.2,25.85,16.65
California,San Luis Obispo,39,0.081,265893,11.4,30.6,88.2,11.8,25365.11143,72.2,1.9,19.8,3,1.4,9.2,35.25,7.2,26.25,20.7
California,San Mateo,39,0.067,710168,17,44,88.5,11.5,42816.60635,44,2.85,24.25,24.1,0.5,6.95,42.95,7.45,25.5,16.65
California,Santa Barbara,33.6,0.08,412960,12.4,31,80.1,19.9,25454.67461,50.2,1.75,40.85,4.4,5.45,7.85,34.65,8.5,23,20.55
California,Santa Clara,35.8,0.084,1755510,19.6,45.3,86.3,13.7,42949.45651,36.8,2.4,26.3,30.85,0.3,7,48.55,8.45,21.8,13.85
California,Santa Cruz,36.6,0.111,256890,13.9,37.3,84.1,15.9,28229.16635,61.25,0.95,30.5,3.9,3.85,8.55,40.65,7.85,21.75,17.35
California,Shasta,41.3,0.134,178305,6.4,20,88.1,11.9,26552.58508,82.85,0.9,8.05,2.45,1.25,10.5,31.95,9.1,28.1,19.25
California,Sierra,50.8,0.143,3240,7,23,88.3,11.7,30675.00635,87,0.45,10,0.2,2.65,15.5,34,11.8,16.95,19.1
California,Siskiyou,46.5,0.153,44652,7.4,22.6,88.4,11.6,22633.18699,80.15,1.3,10,1.35,2.95,9.55,32.35,11.1,23.8,20.2
California,Solano,36.5,0.101,409902,7.3,24,85.8,14.2,35535.11524,42.45,14.15,23,14,0.7,10.7,32.65,10.85,26.85,18.3
California,Sonoma,39.5,0.086,474048,11.1,31.5,86.2,13.8,32614.1254,67.5,1.45,23.6,3.75,1.75,9.8,34.75,9.6,25.8,18.35
California,Stanislaus,32.5,0.152,509809,5.1,16.3,75.3,24.7,27603.67873,48.35,2.65,40.4,4.9,3.35,11.2,27.05,16.55,25.2,16.8
California,Sutter,34.2,0.176,92734,5.6,18.7,78.4,21.6,25473.40445,52.2,1.8,27.9,13.25,5.3,11.55,28.8,12.75,24.5,17.1
California,Tehama,39.2,0.139,62032,3.8,12.6,80.3,19.7,23501.69842,72.85,0.65,20.95,1.15,4.35,11.4,25.25,14.25,23.05,21.65
California,Trinity,48.5,0.158,13854,4.1,19.5,90.1,9.9,20411.34889,84.55,0.4,6.05,0.85,2.85,10.95,31.45,10.15,23.95,20.7
California,Tulare,29.4,0.158,429239,4.2,13,67.3,32.7,22364.38063,34.45,1.25,58.65,3.25,13.95,8.8,24.1,14.35,20.85,17.95
California,Tuolumne,46.6,0.116,55563,6.2,17.3,87.3,12.7,26112.52159,82.25,2.15,10.3,0.95,0.7,11.5,29.95,9.85,25.7,22.4
California,Ventura,36,0.09,807815,11.2,30.8,82.3,17.7,33633.99746,50.3,1.65,38.8,6.5,3,8.3,37.1,9.85,26.05,15.6
California,Yolo,30.1,0.115,196911,17.4,37.8,84.3,15.7,27184.23873,51.7,2.35,29.4,12.1,2.3,7.55,42.5,9.25,22.2,16.3
California,Yuba,31.5,0.169,71530,3.1,12.5,76.9,23.1,24491.46127,59.65,2.45,23.75,6.7,2.65,11.55,27.6,14.15,25.55,18.6
Colorado,Adams,32.2,0.092,430521,5.8,20.3,81,19,31308.77397,54.85,2.85,36.4,3.35,0.2,14.7,27.6,14.35,26.95,16.15
Colorado,Alamosa,32.6,0.091,15399,13.5,26.6,86.4,13.6,19351.68413,50.15,0.65,44.9,0.75,3.1,10.7,35.45,6.75,27.65,16.3
Colorado,Arapahoe,35.5,0.078,558080,13.1,37.9,90.4,9.6,33655.73333,64.95,9.4,17.6,4.7,0.2,8.95,38.7,8.4,27.95,15.85
Colorado,Archuleta,36.7,0.094,12154,13.5,39,93.2,6.8,14902.94476,79.75,0.5,16.55,0.7,0.6,21.25,25.85,6.9,21.75,23.75
Colorado,Baca,47.2,0.04,3817,5.3,19,85,15,19769.70953,87.55,0.55,9.25,0.3,4.1,9.1,33.65,13.8,18.35,20.95
Colorado,Bent,40.2,0.085,6313,3.7,13.2,80.4,19.6,17757.52476,58.45,6.55,31.05,1.05,6.95,10.5,39.45,9.3,15.3,18.65
Colorado,Boulder,35.3,0.061,295045,25,57,93.7,6.3,29833.89461,79.75,0.8,13.15,3.9,0.2,5.55,50.6,7.05,21.85,14.75
Colorado,Broomfield,36.7,0.071,54385,15.2,44.4,95.3,4.7,39824.58349,79.95,0.75,11.15,5.3,0,7,45.55,8,26.45,13.05
Colorado,Chaffee,46.3,0.071,17339,10.5,33.3,90.8,9.2,21144.43238,86.75,1.5,9.25,0.55,1.9,12.35,31.75,8.15,23.9,21.9
Colorado,Cheyenne,41.6,0.039,1729,4.6,18.5,87.9,12.1,26356.11143,90.25,0.2,8.05,0.7,4.05,14,38.55,9.05,19.85,14.45
Colorado,Clear Creek,44.7,0.074,8987,13.3,41.6,96.9,3.1,34729.55016,91.5,0.3,5.15,0.5,0.3,11.15,37.05,8.6,25.85,17.1
Colorado,Conejos,38.6,0.099,8138,6.6,18.7,81.4,18.6,20179.36667,42.05,0.2,55.85,0.15,3.45,13.3,34.6,10.35,21.35,17
Colorado,Costilla,45.6,0.127,3403,5.8,14.3,73.9,26.1,15475.58794,31.95,0.3,64.15,1.05,3.65,16.55,27.9,16.75,18.95,16.2
Colorado,Crowley,38.3,0.102,6067,1.5,12.2,72.4,27.6,17152.33238,61.7,8.75,26.4,0.8,4.5,17.85,23.2,10.6,20.35,23.55
Colorado,Custer,51.7,0.069,3926,8.9,29.2,93.7,6.3,23882.50793,92.3,0.5,4.55,0.6,1.3,15.6,37,9.9,23.7,12.55
Colorado,Delta,45.1,0.085,30652,5.9,18.3,86,14,22107.30476,83.3,0.55,13.65,0.5,3.25,19.25,28.9,11.8,19.9,16.85
Colorado,Denver,33.8,0.085,591302,15.8,40.1,84,16,30490.95746,51.5,9.7,32.8,3.15,0.2,9.2,39.85,9.05,23.8,17.95
Colorado,Dolores,43.5,0.095,1917,7.4,14.9,86,14,25524.36984,91.75,0.05,3.8,0.15,1.6,22.7,26.2,8,25.45,16.1
Colorado,Douglas,35.8,0.064,277458,17.2,54.4,97.6,2.4,49356.16794,85.5,1.25,7.3,3.6,0.05,5.25,51.55,4.8,27.85,10.5
Colorado,Eagle,33.4,0.081,51405,11.7,45.9,87.2,12.8,35484.54317,68.4,0.3,28.9,1.15,0.45,15.5,32.9,6.3,20.05,24.8
Colorado,El Paso,34.3,0.093,604354,13.2,34.9,92.5,7.5,29588.02191,72.8,5.85,14.25,2.75,0.2,9,39.6,8.6,25.4,17.2
Colorado,Elbert,42.8,0.072,22936,9.6,29.2,96.1,3.9,36008.81397,90.55,0.75,5.5,0.6,0.9,12.45,38.65,9.45,24.1,14.5
Colorado,Fremont,42.7,0.101,47108,5.3,16.2,79.2,20.8,19768.97079,80.35,4.25,11.55,0.6,0.35,13.2,28.15,10,22.75,25.5
Colorado,Garfield,34.4,0.08,54633,7.5,24.4,85.6,14.4,32066.94921,71.05,0.25,26,0.55,0.65,20.4,27.25,10.15,23.45,18.15
Colorado,Gilpin,43.8,0.065,5309,14.7,33.7,94.8,5.2,33721.55842,90.8,1.15,5.2,0.9,0.65,11.8,39,4.45,20.75,23.35
Colorado,Grand,40.4,0.076,14196,7.4,28.8,94.8,5.2,31313.35301,90.5,0.35,6.55,0.6,0.55,21.25,28.25,6.65,27.45,15.95
Colorado,Gunnison,33,0.066,15124,11.8,45.8,93.1,6.9,20825.88,89.5,0.25,7.3,0.4,2.5,15.45,31.1,7.15,23.4,20.4
Colorado,Hinsdale,57.6,0.038,698,27,42,90.8,9.2,25624.99588,94.05,0.2,1.4,0.9,0,16.35,36.95,1.45,21.35,24
Colorado,Huerfano,49.7,0.122,7212,8.8,27.2,85.1,14.9,20768.16413,59.75,1.2,35,0.4,3.5,11.65,34.2,6.3,19.3,25.05
Colorado,Jackson,46.5,0.038,1349,4.3,21.7,91.4,8.6,22066.76921,90.5,0,7.7,0.05,4.35,13.8,35.05,14.2,16.55,16.05
Colorado,Jefferson,39.7,0.076,531784,13.7,39.3,92.9,7.1,36198.35651,80.15,1,13.95,2.6,0.1,9.2,42.15,8.35,26.4,13.85
Colorado,Kiowa,46.2,0.041,1521,4.2,20.1,91,9,23495.59842,93.9,0.1,4.3,0.55,4.25,8.8,35.8,8.5,25,17.7
Colorado,Kit Carson,39.7,0.047,8171,5.8,14.9,84.5,15.5,23295.43556,76.1,2.65,18.8,0.9,8.1,10.8,28.65,10.15,19.1,23.2
Colorado,La Plata,38,0.066,50506,14.7,40.6,93.6,6.4,26967.08889,80.5,0.45,11.4,0.6,0.6,12.5,37.9,7.75,23.75,17.45
Colorado,Lake,34.6,0.1,7667,7.5,20.7,79.4,20.6,21959.74953,56.75,0.25,40.55,0.5,0,27.05,23.05,9.8,18.85,21.2
Colorado,Larimer,35,0.064,293304,16.6,42.5,93.7,6.3,26561.07619,84.9,0.75,10.25,1.85,0.65,8.7,41.3,8.95,23.05,17.3
Colorado,Las Animas,43.9,0.107,15660,6.8,19.3,83.8,16.2,25336.89143,54.75,0.95,40.95,0.4,2.7,16.75,26.05,14.4,21.55,18.55
Colorado,Lincoln,41.4,0.053,5376,4,15.3,84.5,15.5,24368.85905,79.9,5.4,11.6,0.85,2.4,11.25,32.4,8.8,23.6,21.55
Colorado,Logan,38.4,0.066,21768,5.7,18,86.7,13.3,23491.37238,79.65,3.15,14.75,0.5,2.7,10.7,26.05,13.35,25.35,21.8
Colorado,Mesa,38.1,0.092,142301,8.5,25.4,89.1,10.9,27529.67111,83.8,0.55,12.6,0.65,0.65,14,32,11.35,25.15,16.85
Colorado,Mineral,58.4,0.048,894,12,39.1,97.4,2.6,20429.57937,95.9,0.15,2.05,0.3,1.95,21.75,41.85,7.45,10.5,16.5
Colorado,Moffat,36.2,0.077,13675,5,14.9,88.4,11.6,31033.48127,82.65,0.1,14.3,0.65,0.8,20.15,22.75,15.55,26.8,13.95
Colorado,Montezuma,42,0.085,25267,9.7,26.5,88.4,11.6,24016.60762,75.15,0.1,10.35,0.45,1.7,15,34.75,8.3,20.25,20
Colorado,Montrose,41.9,0.105,40289,8.2,22.3,85.4,14.6,25920.12127,78.5,0.3,18.55,0.55,2.2,17.8,25.7,11.7,24.9,17.75
Colorado,Morgan,36.4,0.066,27894,4.7,14.6,77.7,22.3,24096.81588,62.85,1.65,33.65,0.4,6.15,10.05,25,25.55,17.6,15.65
Colorado,Otero,40.8,0.095,18832,5,15.4,79.8,20.2,21647.60635,56.95,0.5,39.65,0.75,3.25,7.75,33.25,11.2,24.45,20.05
Colorado,Ouray,46.2,0.071,4477,13,41.3,95.2,4.8,25746.09778,92.95,0.05,5.2,0.5,0.35,16.35,39.9,4.25,14.65,24.5
Colorado,Park,44.9,0.075,16497,10.5,32.6,93.5,6.5,33051.15873,91.4,0.45,5.2,1.1,0.65,16.25,34.65,7.3,26.95,14.2
Colorado,Phillips,40.9,0.049,4460,5.3,16,85.3,14.7,24790.03175,77.45,0.25,20.7,0.5,11.25,11.85,29.65,8.3,21.7,17.15
Colorado,Pitkin,42.7,0.074,16231,17.5,59.7,96.1,3.9,35895.41143,88.2,0.3,8.8,1.2,0.45,10.15,46.65,3.5,21.15,18.1
Colorado,Prowers,35.9,0.065,12878,7.2,18.3,80.5,19.5,21133.90127,61.1,0.35,36.45,0.3,7.95,12.65,30.9,11.7,20.25,16.55
Colorado,Pueblo,38.4,0.107,156438,7.2,20.9,85.7,14.3,25649.48572,55.15,1.6,40.3,0.7,0.3,11.05,29.7,11.05,27.1,20.8
Colorado,Rio Blanco,37.6,0.06,6424,5,22.7,91.8,8.2,31720.51365,87.7,0.35,8.85,0.15,3,18.55,34.1,14.4,17.2,12.7
Colorado,Rio Grande,39.9,0.094,11862,6.9,19.2,83.9,16.1,16318.48159,57.35,0.2,40.25,0.5,6.15,11.5,29.35,12.1,27.05,13.85
Colorado,Routt,38.9,0.073,22932,14.6,45.6,96.8,3.2,31211.74476,91.85,0.45,5.55,0.7,0.95,15.05,37.95,6.95,21.6,17.5
Colorado,Saguache,42.4,0.104,6518,8.3,19.4,76.1,23.9,18109.64476,53.25,0.15,43.6,0.6,10.85,13.7,26.7,14.6,17.8,16.35
Colorado,San Juan,43.8,0.085,692,10.7,30.8,93.4,6.6,29462.09969,85.65,0,11.15,0.5,0,17.75,30.25,5.6,26.45,19.9
Colorado,San Miguel,38.4,0.075,7372,12.7,48.8,94.7,5.3,30446.63175,88.35,0.15,8.9,0.8,0.35,13.35,31.7,4.15,26.8,23.65
Colorado,Sedgwick,50.4,0.049,2378,4.4,12.7,82.6,17.4,22540.00508,87.1,0.15,10.55,0.7,6.05,9.8,29.55,12.8,20.9,20.8
Colorado,Summit,36.2,0.072,27120,15.2,49.9,94.6,5.4,31847.40445,82.65,0.65,14.05,1.3,0.4,15.85,33.55,6.4,22.2,21.6
Colorado,Teller,45.9,0.081,22452,12.9,31,94.1,5.9,31223.10349,90.45,0.35,5.25,0.8,0,11.05,41.05,7.45,21.65,18.8
Colorado,Washington,43.1,0.047,4730,5.2,18.3,85.4,14.6,24724.53746,89.15,0.3,9.15,0.2,5.9,11.5,34.65,12.3,17.55,18
Colorado,Weld,32.7,0.087,247023,7.9,25.4,84.7,15.3,29269.16826,68.3,0.65,27.9,1.15,1.7,11.95,32.1,13.15,25.65,15.45
Colorado,Yuma,36.7,0.04,9836,4.5,17.8,83.6,16.4,23207.84889,78.5,0.15,20.25,0.1,9.5,18.2,30.95,10.8,19,11.45
Connecticut,Fairfield,39.1,0.076,904836,19,43.6,88.3,11.7,40410.64953,67.75,10,15.9,4.4,0.1,8.3,42.9,7.75,25.15,15.8
Connecticut,Hartford,39.5,0.087,884211,14.1,33.3,87.1,12.9,36438.10286,67.65,12.1,14.45,3.85,0.15,6.85,39.25,11,26.15,16.55
Connecticut,Litchfield,43.4,0.077,189169,12.5,32.3,91.2,8.8,38027.86,91.75,1.1,4.05,1.55,0.3,9.75,37.8,10.55,25.95,15.65
Connecticut,Middlesex,42.3,0.071,164840,16.1,37,92,8,42239.17048,87.05,4.35,4.35,2.3,0.1,8,43.6,9.4,24.8,14.1
Connecticut,New Haven,38.7,0.092,853004,14.3,31.7,87.7,12.3,35516.47365,68.95,11.6,13.95,3.4,0.1,7.85,38.75,11.6,25.15,16.5
Connecticut,New London,39.8,0.085,270119,13.9,30.6,89.8,10.2,35224.74064,79.8,5.25,7.55,3.75,0.25,8.85,37.1,9.5,22.85,21.4
Connecticut,Tolland,37.6,0.072,150608,16.8,36.8,92.2,7.8,33592.64539,88.1,2.95,4,3.1,0.2,7.55,42.65,9.45,24.75,15.4
Connecticut,Windham,38.9,0.095,117503,8.6,21.3,84.5,15.5,30916.48095,86.15,1.6,8.9,1,0.55,10.55,28.85,16.45,23.85,19.8
Delaware,Kent,36.1,0.076,156821,7.4,20,84.9,15.1,30316.95651,67.05,22.4,5.1,2,0.55,11.7,31.6,12.55,25.65,17.9
Delaware,New Castle,36.8,0.07,533126,13.1,32.4,88.4,11.6,34948.39397,63.3,22.65,8.05,4.05,0.2,7.7,40.7,9.5,26.25,15.65
Delaware,Sussex,44.6,0.07,190935,8.5,21.2,85.2,14.8,27512.23429,76.55,12.7,7.6,0.95,1.15,12.05,28.95,12.4,26.05,19.3
District of Columbia,District of Columbia,34.3,0.089,595078,13.6,24.6,43.25,6.75,20254.93715,33.35,52.3,8.8,3.2,0.1,3.3,56.75,4.65,19.2,16.05
Florida,Alachua,29.7,0.066,243163,20,40.9,89.7,10.3,21593.85588,65.2,19.55,7.85,4.9,0.4,5.85,43.75,6.65,23.9,19.45
Florida,Baker,36.1,0.078,26296,2.2,6.2,78.4,21.6,28018.49714,82.35,13.1,2.2,0.5,0.55,15.3,24.4,12.65,26.05,21
Florida,Bay,38.7,0.083,166151,7.5,20.4,86.3,13.7,26810.81873,79.7,10.9,4.2,2.05,0.5,12.55,31.05,8.8,27.45,19.6
Florida,Bradford,39.3,0.072,28680,3.9,8.6,76.4,23.6,24942.53492,73.4,20.2,3.3,0.5,0.35,13.95,25.1,12.45,23,25.15
Florida,Brevard,44.6,0.092,538036,9.7,26.2,90.6,9.4,28826.90095,78.6,9.5,7.45,2,0.2,9.9,36.4,10.25,25.25,18.05
Florida,Broward,39.2,0.074,1753599,10.4,29.6,87.1,12.9,31062.72349,45.75,24.75,24.1,3.1,0.1,9.2,34.6,8,29.75,18.35
Florida,Calhoun,38.4,0.081,14075,3.8,11.6,74.1,25.9,21680.63079,77.15,15.45,4.9,0.35,1.85,10.4,28,11.65,23.55,24.6
Florida,Charlotte,54.8,0.088,158010,7.7,21.3,88.3,11.7,25830.04413,86.65,5.15,5.3,1.1,0.4,12.15,28.1,9.4,31.1,18.75
Florida,Citrus,53.5,0.098,139698,6.5,16.5,85,15,22202.66508,90,2.75,4.3,1.4,0.35,12.2,27.4,10.2,27,22.9
Florida,Clay,37.5,0.076,185357,7.7,23.8,90.3,9.7,32271.88889,77.95,9.45,7.25,2.8,0.3,11.7,33.85,8.95,29.85,15.3
Florida,Collier,45.8,0.085,317342,11.9,30.8,84.8,15.2,27446.8073,66.6,5.8,25.55,1.05,2.15,13.5,28.2,7.15,26.35,22.65
Florida,Columbia,39.5,0.081,67464,5.4,14.9,82,18,24612.92318,75.4,17.1,4.45,0.85,0.35,13.85,28.25,14.5,24.9,18.15
Florida,DeSoto,37,0.092,34876,4.7,11.6,67.5,32.5,19650.8873,54.95,12.05,31.3,0.35,14.45,19.1,20.1,8.65,16.35,21.3
Florida,Dixie,44.5,0.109,15611,3.2,6.2,72.6,27.4,24227.53365,88.95,7.55,2.2,0.15,1.4,22.9,20.35,17.55,18.9,18.95
Florida,Duval,35.4,0.088,855324,8,24.9,87.2,12.8,30197.95873,58,28.85,6.85,3.8,0.1,9.8,32.95,10.45,30,16.65
Florida,Escambia,37.3,0.084,300455,8.6,23.4,86.7,13.3,23515.08413,67.3,22.05,4.15,2.7,0.2,10.4,31.25,9.4,28.8,19.95
Florida,Flagler,47.2,0.116,90659,6.7,22,90.2,9.8,27531.07016,77.35,10.25,8.15,2,0,9.2,34.35,10.25,27.5,18.6
Florida,Franklin,43.6,0.067,11273,5.5,18.8,78.3,21.7,21561.21175,80.2,12.65,5.2,0.7,7.2,15.35,22.1,5.15,22.7,27.45
Florida,Gadsden,38.2,0.091,46557,4.2,12.3,75.7,24.3,25438.97937,34.35,55.1,9.1,0.4,2.45,12.5,24.2,10.55,28.25,22.1
Florida,Gilchrist,39.5,0.08,16855,3.9,8.6,81.1,18.9,24513.3527,87.85,5,4.45,0.35,2.65,16.15,20.2,13.3,26.75,20.95
Florida,Glades,43,0.091,11977,4.5,11.3,71.3,28.7,23360.41334,65.8,10.15,19.3,0.45,14.55,13.7,19.15,10,17.55,25
Florida,Gulf,42.5,0.085,15788,5.8,13.6,77.7,22.3,25476.32381,73.95,18.65,4,0.2,1.45,14.95,29.35,8.75,22.05,23.55
Florida,Hamilton,37.5,0.103,14513,2.5,7.8,73.9,26.1,23084.38667,54.85,34.45,8.85,0.4,4.6,10,22.35,20.2,18.95,23.9
Florida,Hardee,33.4,0.092,28207,2.3,7.5,59.9,40.1,20532.29143,48.25,6.9,42.15,1.9,17.35,18.4,19.15,11.9,16.4,16.8
Florida,Hendry,31.7,0.137,39192,2.8,8.2,62,38,18260.82381,36.55,12.8,48.1,0.7,25.75,9.05,14.2,11.25,21.25,18.55
Florida,Hernando,47,0.109,169558,5,16.2,85.6,14.4,25999.46889,83.05,4.75,9.4,1.1,0.5,12.05,28.45,9.4,30.75,18.85
Florida,Highlands,50.7,0.093,98262,5,14.6,78.8,21.2,20192.15365,71.5,8.85,16.8,1.35,5.2,13.05,25.2,9.5,26.35,20.75
Florida,Hillsborough,35.8,0.085,1198171,9.7,28.8,85.8,14.2,30118.97524,55.5,15.55,23.6,3.2,0.9,8.75,35.55,9,29.4,16.35
Florida,Holmes,41.5,0.071,19496,3.7,11.1,74.1,25.9,24444.3273,88.25,5.55,2.35,0.4,1.75,16.75,23.95,13.65,22.4,21.55
Florida,Indian River,48.1,0.106,134919,9.8,26.7,86.3,13.7,26028.42381,78.55,8.45,10.4,1.15,1.75,13.35,30.75,8.5,25,20.6
Florida,Jackson,40.2,0.071,49682,4.6,12.8,77.4,22.6,23035.9981,67.05,26.15,3.95,0.5,0.95,10.4,32.45,10.25,20.35,25.65
Florida,Jefferson,44.7,0.079,14347,6,14.7,79.9,20.1,27064.73524,60.1,34.4,3.4,0.9,2.95,7.75,32.7,6.85,27.45,22.3
Florida,Lafayette,35.1,0.074,8425,3,9,81.3,18.7,24335.26413,77.4,10.75,9.25,0.35,3.35,14.25,22.85,11.45,19,29.05
Florida,Lake,45.2,0.09,297440,6.9,20.3,86.9,13.1,26719.80349,76.3,9,11.05,1.6,0.9,11.5,31.25,9.45,27.6,19.3
Florida,Lee,44.6,0.089,596215,8.9,24.6,86.7,13.3,27992.81016,72.45,7.45,17.25,1.3,0.4,13.75,29.55,7.95,28.9,19.35
Florida,Leon,29.3,0.072,268255,17.3,41.3,90.6,9.4,24420.74539,59.75,30.4,5.05,2.7,0.2,6.7,43.45,5.85,26.4,17.45
Florida,Levy,43.9,0.095,39678,3.3,12.2,80.3,19.7,21691.40508,81.45,9.4,6.5,0.4,3.8,15.95,23.15,12.65,26.25,18.3
Florida,Liberty,37,0.072,8088,4.6,15.1,74.9,25.1,24202.05619,78,13.85,6.45,0.1,3.85,14.4,24,16.65,21.7,19.45
Florida,Madison,40.2,0.101,19074,3.1,10.6,74.8,25.2,20938.19524,55.35,38.25,4.7,0.2,4.1,12.05,24.85,18.1,21.55,19.4
Florida,Manatee,45,0.086,317922,9.7,25.6,86.9,13.1,28021.07809,74.6,8.35,13.9,1.6,1.25,10.5,31.8,10.35,28.4,17.7
Florida,Marion,46.7,0.1,325092,6.1,17.1,84.5,15.5,25049.53207,75.5,11.55,9.85,1.3,1.3,11.7,27.3,11.95,28.05,19.75
Florida,Martin,48.9,0.088,142554,10.5,29.4,88.6,11.4,27649.89334,80.9,5.3,11.15,1.05,1.25,10.7,34.65,6.6,27.4,19.45
Florida,Miami-Dade,37.7,0.093,2476739,9.5,26.2,77,23,25617.2381,16.75,17.6,63.2,1.45,0.5,10.35,29.85,10.55,28.95,19.8
Florida,Monroe,45.7,0.05,73557,9.9,28.7,89.8,10.2,28832.45461,72.45,5.3,19.55,1.15,2.45,10.3,27.45,9.15,27.8,22.9
Florida,Nassau,42.2,0.077,70645,8.4,21.9,86.5,13.5,29990.64095,87.4,7.05,2.9,0.85,0.65,16.1,28.7,13.25,25.55,15.85
Florida,Okaloosa,37.6,0.062,180888,10,26.8,90.7,9.3,27556.85905,77.6,9.2,6.35,2.95,0.4,11.25,35.2,7.7,25.1,20.3
Florida,Okeechobee,39,0.102,39966,2.9,11.4,71.6,28.4,20769.9873,65.95,7.8,23.4,0.85,5.9,11.85,21.6,11.8,23.45,25.4
Florida,Orange,33.4,0.083,1104150,9.6,30.3,86.9,13.1,27277.73301,47.85,19.2,25.65,4.55,0.35,9.6,33.45,8.55,28.45,19.65
Florida,Osceola,35.2,0.093,261712,5.3,18.3,84.4,15.6,25790.49016,43.1,9.05,43.05,2.7,0.5,11.15,25.35,10.85,29.3,22.9
Florida,Palm Beach,43.1,0.088,1294367,11.7,31.8,86.8,13.2,30277.82191,61.8,16.15,18.1,2.25,0.8,9.7,34.2,7.1,27.9,20.25
Florida,Pasco,43.4,0.099,459315,6,20,86.1,13.9,28275.02635,81.4,3.9,10.75,2,0.45,11.5,32.1,8.6,29.2,18.15
